Age,Gender,Your top 3 preferred music genres,Does your current activity demand your concentration,How are you feeling right now about your level of Happiness,How are you feeling right now about your level of Energy,How do you think listening to this song could affect your level of Happiness,How do you think listening to this song could affect your level of Energy,Song,Artist,Genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id_Spotify,Link_Spotify,Link_YouTube
23,Male,"Latin,Rock,Vocal",some concentration,neutral,calm,I get happier,I keep the same,Calaveras y Diablitos,Fabulosos,latin,0.701,0.46,9,-6.141,1,0.0421,0.511,0.0000984,0.214,0.853,92.725,264027,4,67VY2M8IZedcXJcy8LG5EH,https://open.spotify.com/track/67VY2M8IZedcXJcy8LG5EH,https://youtu.be/OZc11vc27f8?t=19
25,Male,"Blues,Hard Rock,Rock","yes, my full concentration",very happy,calm,I keep the same,I keep the same,Yellow,Cold Play,Pop,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.00013,0.234,0.285,173.365,266773,4,3AJwUDP919kvQ9QcozQPxg,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,https://youtu.be/yKNxeF4KMsY?t=27
24,Female,"Dance,Pop",not at all,very happy,with a lot of energy,I get happier,I feel with more energy,Take me Out,Franz Ferdinand,Rock,0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,0.494,104.545,237027,4,6ooluO7DiEhI1zmK94nRCM,https://open.spotify.com/track/6ooluO7DiEhI1zmK94nRCM,https://youtu.be/GhCXAiNz9Jo?t=3
22,Female,"Dance,Pop,Reggaeton",some concentration,happy,very calm,I get happier,I feel with more energy,Gasolina,Daddy Yankee,Reggaeton,0.857,0.801,0,-6.499,1,0.0618,0.332,0.0000012,0.0789,0.753,96.009,192600,4,6jEZLz3YpnEBRpVkv35AmP,https://open.spotify.com/track/6jEZLz3YpnEBRpVkv35AmP,https://youtu.be/TbY75E8dYZc?t=11
27,Female,"Jazz,Pop,Rock","yes, my full concentration",happy,neutral,I get happier,I feel with more energy,My sweet lord,George Harrison,Blues,0.538,0.704,1,-8.904,0,0.0332,0.0794,0,0.0867,0.583,120.963,281227,4,0qdQUeKVyevrbKhAo0ibxS,https://open.spotify.com/track/0qdQUeKVyevrbKhAo0ibxS,https://youtu.be/SP9wms6oEMo?t=29
26,Female,"Blues,Dance,Reggaeton",some concentration,neutral,with some energy,I keep the same,I keep the same,Where Are You Now,Justin Bieber,Dance,0.432,0.781,4,-4.038,0,0.0567,0.041,0.00000421,0.0789,0.197,139.432,250286,4,66hayvUbTotekKU3H4ta1f,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f,https://youtu.be/IZ4fndEGBpU?t=15
22,Female,"Dance,Pop,Reggaeton",some concentration,happy,with some energy,I get happier,I feel with more energy,I'm Yours,Jason Mraz,Pop,0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,242187,4,1EzrEOXmMH3G43AXT1y7pA,https://open.spotify.com/track/1EzrEOXmMH3G43AXT1y7pA,https://youtu.be/EkHTsc9PU2A?t=9
26,Female,"Dance,Hard Rock,Pop",some concentration,not so happy,calm,I get happier,I feel with more energy,Just the Way You Are,Bruno Mars,Pop,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,220733,4,7BqBn9nzAq8spo5e7cZ0dJ,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,https://youtu.be/LjhCEhWiKXk?t=27
19,Female,"Latin,Pop,Rock","yes, my full concentration",very happy,neutral,I keep the same,I get more relaxed,Toccata and Fugue in D minor,Bach,Instrumental-Classical,0.164,0.188,2,-19.533,0,0.0357,0.437,0.873,0.386,0.14,109.313,482067,4,61JrLdVyiMy8nPg63DlENb,https://open.spotify.com/track/61JrLdVyiMy8nPg63DlENb,https://youtu.be/ho9rZjlsyYY?t=2
38,Male,"Pop,Reggaeton,Rock","yes, my full concentration",neutral,with some energy,I keep the same,I feel with more energy,I Shot the Sheriff,Bob Marley,Reggae,0.444,0.739,6,-8.554,0,0.085,0.515,0.000444,0.817,0.808,175.898,432600,4,4ADEd6pwcJqYMqMv5HV4Yl,https://open.spotify.com/track/4ADEd6pwcJqYMqMv5HV4Yl,https://youtu.be/2XiYUYcpsT4
25,Female,"Latin,Pop,Reggaeton","yes, my full concentration",very happy,calm,I get happier,I feel with more energy,La Bicicleta,Shakira & Carlos Vives,Reggaeton,0.736,0.964,0,-2.147,1,0.129,0.198,0.00000232,0.336,0.953,179.935,227707,4,0sXvAOmXgjR2QUqLK1MltU,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,https://youtu.be/-UV0QGLmYys?t=13
24,Male,"Pop,Rock,Vocal","yes, my full concentration",neutral,neutral,I keep the same,I get more relaxed,Thinking Out Loud,Ed Sheeran,Pop,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4,34gCuhDGsG4bRPIf9bb02f,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f,https://youtu.be/lp-EO5I60KA?t=9
53,Male,"Dance,Instrumental-Classical,Pop",some concentration,happy,with some energy,I get happier,I feel with more energy,The Blue Danube,Strauss,Instrumental-Classical,0.226,0.0701,2,-20.668,1,0.0361,0.929,0.782,0.123,0.15,176.342,527400,3,5LYAuItJcXH06adHkebOmf,https://open.spotify.com/track/5LYAuItJcXH06adHkebOmf,https://youtu.be/_CTYymbbEL4?t=25
24,Male,"Dance,Pop,Reggaeton",some concentration,very happy,with a lot of energy,I get happier,I feel with more energy,Clandestino,Manu Chao,latin,0.68,0.594,6,-6.417,0,0.0688,0.469,0,0.431,0.774,85.04,149173,4,51R2M1JgyFfRS3e6v5wCt3,https://open.spotify.com/track/51R2M1JgyFfRS3e6v5wCt3,https://youtu.be/I0PjuPu78rQ?t=13
35,Male,"Dance,Pop,Rock",not at all,neutral,calm,I get happier,I feel with more energy,Wonderwall,Oasis,Rock,0.407,0.889,6,-4.362,0,0.0325,0.000691,0,0.189,0.699,174.585,258080,4,37QocLRDF8iFO7pMp1RFrF,https://open.spotify.com/track/37QocLRDF8iFO7pMp1RFrF,https://youtu.be/bx1Bh8ZvH84?t=30
24,Male,"Latin,Pop,Vocal",some concentration,neutral,calm,I get happier,I keep the same,quelqu'un m'a dit,Carla Buni,Vocal,0.611,0.428,10,-10.723,1,0.0474,0.834,0.00517,0.113,0.389,133.281,168627,3,7lncIPoy398VKZNbH3W9og,https://open.spotify.com/track/7lncIPoy398VKZNbH3W9og,https://youtu.be/EC7Re8cczj0?t=5
46,Male,"Latin,Pop,Reggaeton","yes, my full concentration",neutral,calm,I get happier,I get more relaxed,Despacito (Remix),Luis Fonsi & Daddy Yankee & Justin Bieber,Reggaeton,0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.086,228827,4,6rPO02ozF3bM7NnOV4h6s2,https://open.spotify.com/track/6rPO02ozF3bM7NnOV4h6s2,https://youtu.be/72UO0v5ESUo?t=9
42,Male,"Hard Rock,Pop,Rock","yes, my full concentration",happy,neutral,I get happier,I get more relaxed,Ipanema Girl,Varios,latin,0.779,0.613,9,-7.24,1,0.0674,0.534,0.0000954,0.118,0.812,152.066,251480,4,7E9DYN1PhD0qpAvKAwWIRn,https://open.spotify.com/track/7E9DYN1PhD0qpAvKAwWIRn,https://youtu.be/8PYKOo_jgJo?t=7
31,Male,"Hard Rock,Pop,Rock",some concentration,happy,with some energy,I get happier,I feel with more energy,What a Wonderful World,Louis Armstrong,Jazz,0.271,0.165,5,-20.652,1,0.0351,0.729,0.0000016,0.118,0.203,77.082,139227,4,29U7stRjqHU6rMiS8BfaI9,https://open.spotify.com/track/29U7stRjqHU6rMiS8BfaI9,https://youtu.be/p-T6aaRV9HY?t=19
53,Male,"Pop,Rock",some concentration,very happy,with some energy,I get happier,I feel with more energy,Sweet Dreams,Marilyn Manson,Hard Rock,0.21,0.675,0,-5.119,0,0.0369,0.00516,0.535,0.247,0.153,186.129,293293,4,3D0bXrSv7O73vOaGOG8J9c,https://open.spotify.com/track/3D0bXrSv7O73vOaGOG8J9c,https://youtu.be/QUvVdTlA23w?t=10
42,Male,"Pop,Rock","yes, my full concentration",very happy,neutral,I get less happy,I keep the same,Sweet Dreams,Marilyn Manson,Hard Rock,0.21,0.675,0,-5.119,0,0.0369,0.00516,0.535,0.247,0.153,186.129,293293,4,3D0bXrSv7O73vOaGOG8J9c,https://open.spotify.com/track/3D0bXrSv7O73vOaGOG8J9c,https://youtu.be/QUvVdTlA23w?t=10
42,Female,"Dance,Pop,Rock",some concentration,happy,with some energy,I keep the same,I keep the same,Yellow,Cold Play,Pop,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.00013,0.234,0.285,173.365,266773,4,3AJwUDP919kvQ9QcozQPxg,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,https://youtu.be/yKNxeF4KMsY?t=27
37,Female,"Dance,Pop,Vocal",some concentration,very happy,with some energy,I get happier,I feel with more energy,Titanium,David Guetta,Dance,0.602,0.796,0,-3.657,0,0.103,0.0682,0.12,0.15,0.265,126.06,245053,4,0TDLuuLlV54CkRRUOahJb4,https://open.spotify.com/track/0TDLuuLlV54CkRRUOahJb4,https://youtu.be/JRfuAukYTKg?t=12
36,Male,"Pop,Rock","yes, my full concentration",neutral,with some energy,I get happier,I feel with more energy,Take me Out,Franz Ferdinand,Rock,0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,0.494,104.545,237027,4,6ooluO7DiEhI1zmK94nRCM,https://open.spotify.com/track/6ooluO7DiEhI1zmK94nRCM,https://youtu.be/GhCXAiNz9Jo?t=3
56,Female,"Instrumental-Classical,Pop,Rock",some concentration,happy,with some energy,I keep the same,I keep the same,My sweet lord,George Harrison,Blues,0.538,0.704,1,-8.904,0,0.0332,0.0794,0,0.0867,0.583,120.963,281227,4,0qdQUeKVyevrbKhAo0ibxS,https://open.spotify.com/track/0qdQUeKVyevrbKhAo0ibxS,https://youtu.be/SP9wms6oEMo?t=29
26,Female,"Jazz,Pop,Rock","yes, my full concentration",happy,neutral,I get happier,I feel with more energy,Wonderwall,Oasis,Rock,0.407,0.889,6,-4.362,0,0.0325,0.000691,0,0.189,0.699,174.585,258080,4,37QocLRDF8iFO7pMp1RFrF,https://open.spotify.com/track/37QocLRDF8iFO7pMp1RFrF,https://youtu.be/bx1Bh8ZvH84?t=30
46,Female,"Instrumental-Classical,Pop","yes, my full concentration",very happy,calm,I get happier,I get more relaxed,The Blue Danube,Strauss,Instrumental-Classical,0.226,0.0701,2,-20.668,1,0.0361,0.929,0.782,0.123,0.15,176.342,527400,3,5LYAuItJcXH06adHkebOmf,https://open.spotify.com/track/5LYAuItJcXH06adHkebOmf,https://youtu.be/_CTYymbbEL4?t=25
37,Female,"Dance,Pop,Rock",some concentration,happy,neutral,I keep the same,I feel with more energy,Just the Way You Are,Bruno Mars,Pop,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,220733,4,7BqBn9nzAq8spo5e7cZ0dJ,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,https://youtu.be/LjhCEhWiKXk?t=27
30,Male,"Dance,Hard Rock,Pop",some concentration,neutral,neutral,I get happier,I feel with more energy,(I Can't Help) Falling In Love With You,Bob Marley,Reggae,0.642,0.722,2,-13.031,1,0.0375,0.0444,0.00388,0.122,0.836,172.406,207440,4,7ojJ4XvqBhBcteM0zjMebT,https://open.spotify.com/track/7ojJ4XvqBhBcteM0zjMebT,https://youtu.be/ZLvvLtt99Lc?t=35
50,Male,"Dance,Pop,Rock",some concentration,neutral,calm,I get happier,I feel with more energy,Sin Pijama,Becky G,Reggaeton,0.791,0.745,11,-3.695,0,0.0464,0.354,0.0000293,0.104,0.82,94.014,188560,4,2ijef6ni2amuunRoKTlgww,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww,https://youtu.be/zEf423kYfqk?t=25
41,Female,Blues,"yes, my full concentration",very happy,with some energy,I get happier,I feel with more energy,Strangers in the Night,Frank Sinatra,Vocal,0.229,0.494,5,-8.22,1,0.0311,0.638,0,0.217,0.526,80.092,157867,4,74VR3AkGPhbYXnxcOYa16x,https://open.spotify.com/track/74VR3AkGPhbYXnxcOYa16x,https://youtu.be/h5h_EW4odWw?t=11
40,Male,"Pop,Rock,Vocal",some concentration,very happy,with a lot of energy,I get happier,I keep the same,Strangers in the Night,Frank Sinatra,Vocal,0.229,0.494,5,-8.22,1,0.0311,0.638,0,0.217,0.526,80.092,157867,4,74VR3AkGPhbYXnxcOYa16x,https://open.spotify.com/track/74VR3AkGPhbYXnxcOYa16x,https://youtu.be/h5h_EW4odWw?t=11
74,Male,"Blues,Pop,Rock",not at all,happy,with some energy,I keep the same,I keep the same,The End,The Doors,Blues,0.347,0.302,0,-12.104,1,0.0291,0.163,0.0000917,0.14,0.0332,105.702,703373,4,5UgT7w6zVZjP3oyawMzbiK,https://open.spotify.com/track/5UgT7w6zVZjP3oyawMzbiK,https://youtu.be/JSUIQgEVDM4?t=50
59,Female,"Dance,Reggaeton,Rock",some concentration,happy,with some energy,I get happier,I feel with more energy,Volare,Domenico Mondugno,Vocal,0.542,0.108,10,-12.87,1,0.0423,0.97,0.0000399,0.255,0.494,129.172,214853,4,71hIekopkrYCGgggsBOpVG,https://open.spotify.com/track/71hIekopkrYCGgggsBOpVG,https://youtu.be/7wWiC0e3b2I?t=10
25,Male,"Blues,Instrumental-Classical,Reggae","yes, my full concentration",neutral,calm,I get happier,I feel with more energy,So What,Miles Davis,Jazz,0.517,0.151,0,-17.266,1,0.0373,0.705,0.00136,0.116,0.21,136.356,562640,4,4vLYewWIvqHfKtJDk8c8tq,https://open.spotify.com/track/4vLYewWIvqHfKtJDk8c8tq,https://youtu.be/ylXk1LBvIqU?t=90
34,Male,"Instrumental-Classical,Pop,Reggae",some concentration,happy,with some energy,I get less happy,I keep the same,Somebody That I Used To Know,Gotye & Kimbra,Pop,0.857,0.517,0,-6.972,1,0.0384,0.565,0.000195,0.102,0.754,129.063,244973,4,4wCmqSrbyCgxEXROQE6vtV,https://open.spotify.com/track/4wCmqSrbyCgxEXROQE6vtV,https://youtu.be/8UVNT4wvIGY?t=19
48,Male,"Jazz,Pop,Rock",some concentration,happy,with some energy,I get happier,I feel with more energy,Somebody That I Used To Know,Gotye & Kimbra,Pop,0.857,0.517,0,-6.972,1,0.0384,0.565,0.000195,0.102,0.754,129.063,244973,4,4wCmqSrbyCgxEXROQE6vtV,https://open.spotify.com/track/4wCmqSrbyCgxEXROQE6vtV,https://youtu.be/8UVNT4wvIGY?t=19
29,Female,Pop,some concentration,happy,with some energy,I get happier,I feel with more energy,Sexy And I Know It,LMFAO,Dance,0.702,0.848,7,-4.227,1,0.302,0.103,0,0.202,0.785,130.06,201267,4,5tGFmUFsBBSPvj5ZLQ686F,https://open.spotify.com/track/5tGFmUFsBBSPvj5ZLQ686F,https://youtu.be/wyx6JDQCslE?t=11
53,Female,"Dance,Instrumental-Classical,Jazz","yes, my full concentration",happy,neutral,I get happier,I get more relaxed,Just the Way You Are,Bruno Mars,Pop,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,220733,4,7BqBn9nzAq8spo5e7cZ0dJ,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,https://youtu.be/LjhCEhWiKXk?t=27
28,Female,"Latin,Pop,Rock","yes, my full concentration",happy,neutral,I get happier,I feel with more energy,We are the People,Empire of the Sun,Dance,0.675,0.781,4,-5.404,0,0.0306,0.0801,0.0143,0.422,0.534,122.989,267373,4,3zEN0ii6s4DHHBpnTp3RP7,https://open.spotify.com/track/3zEN0ii6s4DHHBpnTp3RP7,https://youtu.be/hN5X4kGhAtU?t=40
41,Male,"Pop,Rock",some concentration,neutral,neutral,I get happier,I feel with more energy,Take me Out,Franz Ferdinand,Rock,0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,0.494,104.545,237027,4,6ooluO7DiEhI1zmK94nRCM,https://open.spotify.com/track/6ooluO7DiEhI1zmK94nRCM,https://youtu.be/GhCXAiNz9Jo?t=3
51,Male,"Blues,Rock,Vocal",not at all,happy,with some energy,I get happier,I feel with more energy,In a Sentimental Mood,Duke Ellington,Jazz,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.231,255227,4,0E8q2Fx2XuzXCO2NSAppkR,https://open.spotify.com/track/0E8q2Fx2XuzXCO2NSAppkR,https://youtu.be/sCQfTNOC5aE?t=15
50,Male,"Jazz,Pop,Rock",some concentration,very happy,with a lot of energy,I get happier,I feel with more energy,What a Wonderful World,Louis Armstrong,Jazz,0.271,0.165,5,-20.652,1,0.0351,0.729,0.0000016,0.118,0.203,77.082,139227,4,29U7stRjqHU6rMiS8BfaI9,https://open.spotify.com/track/29U7stRjqHU6rMiS8BfaI9,https://youtu.be/p-T6aaRV9HY?t=19
48,Male,"Dance,Pop,Rock","yes, my full concentration",happy,neutral,I get happier,I feel with more energy,The Blue Danube,Strauss,Instrumental-Classical,0.226,0.0701,2,-20.668,1,0.0361,0.929,0.782,0.123,0.15,176.342,527400,3,5LYAuItJcXH06adHkebOmf,https://open.spotify.com/track/5LYAuItJcXH06adHkebOmf,https://youtu.be/_CTYymbbEL4?t=25
30,Female,"Latin,Pop,Reggaeton",some concentration,happy,neutral,I keep the same,I feel with more energy,La Bicicleta,Shakira & Carlos Vives,Reggaeton,0.736,0.964,0,-2.147,1,0.129,0.198,0.00000232,0.336,0.953,179.935,227707,4,0sXvAOmXgjR2QUqLK1MltU,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,https://youtu.be/-UV0QGLmYys?t=13
58,Male,"Hard Rock,Pop,Rock","yes, my full concentration",very happy,with a lot of energy,I get happier,I keep the same,As I Am,Dream Theater,Hard Rock,0.514,0.95,7,-4.657,1,0.0725,0.0000109,0.0135,0.19,0.149,130.027,467827,4,6hz6lrQtLcxOOjflnYjF9o,https://open.spotify.com/track/6hz6lrQtLcxOOjflnYjF9o,https://youtu.be/iD_R8K89Z8I?t=55
50,Male,"Blues,Hard Rock,Instrumental-Classical",some concentration,happy,calm,I get happier,I keep the same,Ipanema Girl,Varios,latin,0.779,0.613,9,-7.24,1,0.0674,0.534,0.0000954,0.118,0.812,152.066,251480,4,7E9DYN1PhD0qpAvKAwWIRn,https://open.spotify.com/track/7E9DYN1PhD0qpAvKAwWIRn,https://youtu.be/8PYKOo_jgJo?t=7
28,Male,"Latin,Reggae,Rock",not at all,happy,with some energy,I keep the same,I keep the same,Bombastic,Shaggy,Reggae,0.866,0.538,2,-16.183,1,0.36,0.242,0.0000167,0.316,0.78,158.323,249933,4,4fxF8ljwryMZX5c9EKrLFE,https://open.spotify.com/track/4fxF8ljwryMZX5c9EKrLFE,https://youtu.be/6W5pq4bIzIw?t=23
51,Male,"Hard Rock,Pop,Rock",some concentration,happy,with some energy,I keep the same,I keep the same,Persiana Americana,Soda,Rock,0.574,0.938,4,-4.98,0,0.0466,0.0164,0.0000476,0.0804,0.512,100.93,295000,4,4iPA2yB8bK7T770EkkOi7s,https://open.spotify.com/track/4iPA2yB8bK7T770EkkOi7s,https://youtu.be/WSUU_iB9iH8?t=17
36,Male,"Blues,Hard Rock,Rock",some concentration,happy,with some energy,I get happier,I get more relaxed,In a Sentimental Mood,Duke Ellington,Jazz,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.231,255227,4,0E8q2Fx2XuzXCO2NSAppkR,https://open.spotify.com/track/0E8q2Fx2XuzXCO2NSAppkR,https://youtu.be/sCQfTNOC5aE?t=15
